1_id	1_span	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_ptb::pos	4_anno_ptb::pos	meta_Period	meta_Genre	meta_Dialect	meta_File_name	meta_Text_name	meta_Date	meta_Author	meta_Verse_or_prose	meta_Foreign_original	meta_Relationship_to_spoken_language	meta_Prototypicaltext_category
salt:/ppcme2/cmkentho.m1#sTok2916	SUM	Q	salt:/ppcme2/cmkentho.m1#structure1648	SUM mann sæigð ꝥ synne nis nan þing ,	IP-MAT	salt:/ppcme2/cmkentho.m1#structure1649	SUM mann	NP	salt:/ppcme2/cmkentho.m1#sTok2917	mann	N	N	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok3111	ænig	Q	salt:/ppcme2/cmkentho.m1#structure1770	*T*-1 æfre ænig man deð to synne	IP	salt:/ppcme2/cmkentho.m1#structure1772	ænig man	NP	salt:/ppcme2/cmkentho.m1#sTok3112	man	N	N	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok3131	nan	Q	salt:/ppcme2/cmkentho.m1#structure1779	& for þan ne mæig nan mann betellen , ꝥ on eallen Godes gesceaften *exp* beo aht , bute God .	IP-MAT	salt:/ppcme2/cmkentho.m1#structure1782	nan mann	NP	salt:/ppcme2/cmkentho.m1#sTok3132	mann	N	N	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok3805	sum	Q	salt:/ppcme2/cmkentho.m1#structure2203	sum god mann hæfð on wurlde genoge welen & æhte , & lichames hæle	IP	salt:/ppcme2/cmkentho.m1#structure2204	sum god mann	NP	salt:/ppcme2/cmkentho.m1#sTok3807	mann	N	N	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok3821	sum	Q	salt:/ppcme2/cmkentho.m1#structure2214	sum yfel mann hæfð ermðe & næfte & unhælðe	IP	salt:/ppcme2/cmkentho.m1#structure2215	sum yfel mann	NP	salt:/ppcme2/cmkentho.m1#sTok3823	mann	N	N	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok4021	sume	Q	salt:/ppcme2/cmkentho.m1#structure2331	& eft þære byð sume yfele mænn , 0 þe *T*-2 byð swyðe byrstige & unfere , for þan ꝥ heo understanden beo þan , ꝥ bitere byð þa saregan 0 þe *T*-3 heo sculen on helle on ecnysse geðrowigen , for heora unmihte .	IP-MAT	salt:/ppcme2/cmkentho.m1#structure2334	sume yfele mænn , 0 þe *T*-2 byð swyðe byrstige & unfere , for þan ꝥ heo understanden beo þan , ꝥ bitere byð þa saregan 0 þe *T*-3 heo sculen on helle on ecnysse geðrowigen , for heora unmihte	NP	salt:/ppcme2/cmkentho.m1#sTok4023	mænn	NS	NS	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok4068	manig	Q	salt:/ppcme2/cmkentho.m1#structure2365	manig yfel mann leofeð lange	IP	salt:/ppcme2/cmkentho.m1#structure2366	manig yfel mann	NP	salt:/ppcme2/cmkentho.m1#sTok4070	mann	NS	NS	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok4075	manig	Q	salt:/ppcme2/cmkentho.m1#structure2369	manig god mann sone swelt	IP	salt:/ppcme2/cmkentho.m1#structure2370	manig god mann	NP	salt:/ppcme2/cmkentho.m1#sTok4077	mann	NS	NS	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok4083	sum	Q	salt:/ppcme2/cmkentho.m1#structure2374	eft sum god mann leofeð lange	IP	salt:/ppcme2/cmkentho.m1#structure2376	sum god mann	NP	salt:/ppcme2/cmkentho.m1#sTok4085	mann	NS	NS	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok4090	sum	Q	salt:/ppcme2/cmkentho.m1#structure2379	sum lyðer mann lytle hwile	IP	salt:/ppcme2/cmkentho.m1#structure2380	sum lyðer mann	NP	salt:/ppcme2/cmkentho.m1#sTok4092	mann	NS	NS	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok4220	sume	Q	salt:/ppcme2/cmkentho.m1#structure2459	& eft sume arlease mænn sone swelteð , ꝥ heo sone habben ꝥ 0 ꝥ heo æfter *T*-1 eodan , & eac for þan ꝥ sume þa gecorene 0 þe *T*-2 sume dæle dweligeð , beon þurh heora deað afyrhte & gemanede to Godes þenunga 0 þe *T*-3 heo forelcodan .	IP-MAT	salt:/ppcme2/cmkentho.m1#structure2461	sume arlease mænn	NP	salt:/ppcme2/cmkentho.m1#sTok4222	mænn	NS	NS	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentse.m2#sTok209	alle	Q	salt:/ppcme2/cmkentse.m2#structure106	and alle hise men	CONJP	salt:/ppcme2/cmkentse.m2#structure107	alle hise men	NP	salt:/ppcme2/cmkentse.m2#sTok211	men	NS	NS	M2		KL	CMKENTSE			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkentse.m2#sTok1995	euerich	Q	salt:/ppcme2/cmkentse.m2#structure1149	Nu loke euerich man toward him seluen . yef 0 he is win ; þet is to siggen yef 0 he is anheet of þo luue of gode . oþer yef 0 he is water . þet is yef 0 þu art chold of godes luue .	IP-MAT	salt:/ppcme2/cmkentse.m2#structure1151	euerich man	NP	salt:/ppcme2/cmkentse.m2#sTok1996	man	N	N	M2		KL	CMKENTSE			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkentse.m2#sTok3749	mani	Q	salt:/ppcme2/cmkentse.m2#structure2139	and i þe time of his prophetes dede he mani god man *ICH*-2 in to his seruise ; 0 þet *T*-1 þurch griate luue to him helden . and *T*-1 deden his seruise .	IP-MAT	salt:/ppcme2/cmkentse.m2#structure2145	mani god man *ICH*-2	NP	salt:/ppcme2/cmkentse.m2#sTok3751	man	N	N	M2		KL	CMKENTSE			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkentse.m2#sTok4189	eueriche	Q	salt:/ppcme2/cmkentse.m2#structure2399	of eueriche men	PP	salt:/ppcme2/cmkentse.m2#structure2400	eueriche men	NP	salt:/ppcme2/cmkentse.m2#sTok4190	men	NS	NS	M2		KL	CMKENTSE			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkentse.m2#sTok4389	no	Q	salt:/ppcme2/cmkentse.m2#structure2518	Nocht for þan for þise griate bunte 0 þet *T*-1 ure iord yefþ ne solde no man targi for to wende to godalmichti ne him to serui .	IP-MAT	salt:/ppcme2/cmkentse.m2#structure2526	no man	NP	salt:/ppcme2/cmkentse.m2#sTok4390	man	N	N	M2		KL	CMKENTSE			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok157	na	Q	salt:/ppcme2/cmlamb1.m1#structure67	Ne mei na man do þing 0 þet *T*-1 beo god iqueme . bute 0 he habbe rihte ileue mid him .	IP-MAT-SPE	salt:/ppcme2/cmlamb1.m1#structure68	na man	NP	salt:/ppcme2/cmlamb1.m1#sTok158	man	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok319	alle	Q	salt:/ppcme2/cmlamb1.m1#structure143	alle men beon of hore sunnen iclensed et þe fulht	IP	salt:/ppcme2/cmlamb1.m1#structure144	alle men	NP	salt:/ppcme2/cmlamb1.m1#sTok320	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok343	ech	Q	salt:/ppcme2/cmlamb1.m1#structure152	onforward þos cristendomes ech man leornede his bileue er 0 he fulht underfenge .	IP-MAT	salt:/ppcme2/cmlamb1.m1#structure155	ech man	NP	salt:/ppcme2/cmlamb1.m1#sTok344	man	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok635	alle	Q	salt:/ppcme2/cmlamb1.m1#structure335	þos twa þing doð alle heðene men .	IP-MAT	salt:/ppcme2/cmlamb1.m1#structure337	alle heðene men	NP	salt:/ppcme2/cmlamb1.m1#sTok637	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok1089	alle	Q	salt:/ppcme2/cmlamb1.m1#structure584	alle monne lauerd	NP	salt:/ppcme2/cmlamb1.m1#structure585	alle monne	NP	salt:/ppcme2/cmlamb1.m1#sTok1090	monne	NS$	NS$	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok1096	alle	Q	salt:/ppcme2/cmlamb1.m1#structure588	alle men bon on his onwald	IP	salt:/ppcme2/cmlamb1.m1#structure589	alle men	NP	salt:/ppcme2/cmlamb1.m1#sTok1097	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok4693	eche	Q	salt:/ppcme2/cmlamb1.m1#structure2420	and *con* wile ȝelden eche men his mede efter his werke .	IP-MAT	salt:/ppcme2/cmlamb1.m1#structure2421	eche men	NP	salt:/ppcme2/cmlamb1.m1#sTok4694	men	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok5199	Summe	Q	salt:/ppcme2/cmlamb1.m1#structure2680	Summe men luuieð heore sunnen	IP	salt:/ppcme2/cmlamb1.m1#structure2681	Summe men	NP	salt:/ppcme2/cmlamb1.m1#sTok5200	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok5903	alle	Q	salt:/ppcme2/cmlamb1.m1#structure3026	alle sunfulle monne leddre 0 þet *T*-1 heo sculen in to heouene stiȝen	NP	salt:/ppcme2/cmlamb1.m1#structure3027	alle sunfulle monne	NP	salt:/ppcme2/cmlamb1.m1#sTok5905	monne	NS$	NS$	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok6581	Summe	Q	salt:/ppcme2/cmlamb1.m1#structure3403	Summe men luueden heore sunne .	IP-MAT	salt:/ppcme2/cmlamb1.m1#structure3404	Summe men	NP	salt:/ppcme2/cmlamb1.m1#sTok6582	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlamb1.m1#sTok6711	ech	Q	salt:/ppcme2/cmlamb1.m1#structure3478	Anfald oðer twafald is ech mon	IP-MAT	salt:/ppcme2/cmlamb1.m1#structure3481	ech mon	NP	salt:/ppcme2/cmlamb1.m1#sTok6712	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok229	al	Q	salt:/ppcme2/cmlambx1.mx1#structure132	al þa hebreisce men mid godere heorte and summe mid ufele þeonke	NP	salt:/ppcme2/cmlambx1.mx1#structure133	al þa hebreisce men mid godere heorte	NP	salt:/ppcme2/cmlambx1.mx1#sTok232	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok1433	alle	Q	salt:/ppcme2/cmlambx1.mx1#structure905	leofemen alle þa ileafulle iudeisce men 0 þe *T*-1 heolden wel heore laȝe and *T*-1 hersumeden heore drihten her 0 he come on þisse middelerd heo weren iclipet *-2 synagoge al swa 0 0 *T*-3 is nu iclepet al cristen folc . þa ilke 0 þa *T*-4 haldet cristes heste . *-5 $CHURCH {TEXT:omit_church}	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure907	alle þa ileafulle iudeisce men 0 þe *T*-1 heolden wel heore laȝe and *T*-1 hersumeden heore drihten her 0 he come on þisse middelerd	NP	salt:/ppcme2/cmlambx1.mx1#sTok1437	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok1638	na	Q	salt:/ppcme2/cmlambx1.mx1#structure1026	Nu ne þerf na mon his sunne mid wite abuggen bute $toward crist ane mid scrifte *ICH*-1 swa 0 0 *T*-4 him his preost lered al swa his festen . 0 þe *T*-2 swiðe ouerkimet þes flesces wlongnesse and chuc ȝong and god to donne þeruore monie and feole oðre godere werke 0 þe *T*-3 nu were long 0 *T*-5 eou to telle .	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure1028	na mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok1639	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok2261	$uwilc	Q	salt:/ppcme2/cmlambx1.mx1#structure1388	*T*-2 $uwilc mon scal his euenexta beodan alswa 0 0 *T*-3 he walde þet me him bude	IP	salt:/ppcme2/cmlambx1.mx1#structure1389	$uwilc mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok2262	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok2432	uwilc	Q	salt:/ppcme2/cmlambx1.mx1#structure1487	uwilc mon scal beoden oðre alswa 0 0 he wile þet *T*-1 me him beode	IP	salt:/ppcme2/cmlambx1.mx1#structure1488	uwilc mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok2433	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok2933	na	Q	salt:/ppcme2/cmlambx1.mx1#structure1787	wes þaȝh 0 we suneghie nu on þisse liue ne scal us na mon uuelien þer uore	IP	salt:/ppcme2/cmlambx1.mx1#structure1796	na mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok2934	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok3005	na	Q	salt:/ppcme2/cmlambx1.mx1#structure1844	ȝif 0 þa laȝe weren nu nalde na mon *ICH*-1 mis-don wið oðre ne wepmon ne wifmon ne meiden	IP	salt:/ppcme2/cmlambx1.mx1#structure1850	na mon *ICH*-1	NP	salt:/ppcme2/cmlambx1.mx1#sTok3006	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok3593	$uwilcne	Q	salt:/ppcme2/cmlambx1.mx1#structure2251	þus god almihtin hauet ihaten $uwilcne cristene mon seodðan 0 he com on þis middelerd	IP	salt:/ppcme2/cmlambx1.mx1#structure2255	$uwilcne cristene mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok3595	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok3664	eni	Q	salt:/ppcme2/cmlambx1.mx1#structure2303	eni mon touward criste isunegede on Moyses laȝe	IP	salt:/ppcme2/cmlambx1.mx1#structure2304	eni mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok3665	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok3871	nan	Q	salt:/ppcme2/cmlambx1.mx1#structure2429	ne scal us nan mon pinian þer for al swa 0 0 *T*-1 me dude hwile .	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure2431	nan mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok3872	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok5017	nan	Q	salt:/ppcme2/cmlambx1.mx1#structure3199	Swa ne mei nan mon seggen hu muchele mare 0 *T*-1 godalmihtines milce and his mildheortnesse is þer aȝein . þon sunfulle monne	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure3201	nan mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok5018	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok5607	moni	Q	salt:/ppcme2/cmlambx1.mx1#structure3586	and eft moni mon dreȝet his fule sunne	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure3588	moni mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok5608	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok5768	uwilc	Q	salt:/ppcme2/cmlambx1.mx1#structure3681	$In leinten time uwilc mon gað to scrifte ;	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure3684	uwilc mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok5769	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok6007	eni	Q	salt:/ppcme2/cmlambx1.mx1#structure3832	eni mon hit muste isean	IP	salt:/ppcme2/cmlambx1.mx1#structure3833	eni mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok6008	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok6281	nane	Q	salt:/ppcme2/cmlambx1.mx1#structure3996	in nane gode men	PP	salt:/ppcme2/cmlambx1.mx1#structure3997	nane gode men	NP	salt:/ppcme2/cmlambx1.mx1#sTok6283	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok7275	moni	Q	salt:/ppcme2/cmlambx1.mx1#structure4602	moni mon hit *ICH*-1 walde him forȝeuen half oðer þridde lot þenne 0 he iseȝe þet he ne mahte na mare ȝe-forðian	IP	salt:/ppcme2/cmlambx1.mx1#structure4603	moni mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok7276	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok7968	eani	Q	salt:/ppcme2/cmlambx1.mx1#structure5053	eani mon bið inumen in þere sunne	IP	salt:/ppcme2/cmlambx1.mx1#structure5054	eani mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok7969	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok8070	nan	Q	salt:/ppcme2/cmlambx1.mx1#structure5102	Ne mei nan mon habben al his wil	IP	salt:/ppcme2/cmlambx1.mx1#structure5103	nan mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok8071	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok8187	eni	Q	salt:/ppcme2/cmlambx1.mx1#structure5185	eni mon scal wið oðerne misdon for þisse worldes ȝifsunge	IP	salt:/ppcme2/cmlambx1.mx1#structure5186	eni mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok8188	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok8772	nane	Q	salt:/ppcme2/cmlambx1.mx1#structure5546	Leofe men ne mei þe preost forȝefen nane men his sunne ne his aȝene	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure5549	nane men	NP	salt:/ppcme2/cmlambx1.mx1#sTok8773	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok8886	nan	Q	salt:/ppcme2/cmlambx1.mx1#structure5620	Ne mei nan mon seggen hu lihtliche 0 *T*-1 þu maht habben godes milce .	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure5621	nan mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok8887	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok8979	uwile	Q	salt:/ppcme2/cmlambx1.mx1#structure5676	Godemen uwile mon scal beon twiȝen awesseen of his sunne	IP	salt:/ppcme2/cmlambx1.mx1#structure5678	uwile mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok8980	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok9105	nan	Q	salt:/ppcme2/cmlambx1.mx1#structure5758	*exp* Nis nan mon 0 þet *T*-2 ne mei mare *ICH*-3 don þene festen .	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure5759	nan mon 0 þet *T*-2 ne mei mare *ICH*-3 don þene festen	NP	salt:/ppcme2/cmlambx1.mx1#sTok9106	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok9635	uwilc	Q	salt:/ppcme2/cmlambx1.mx1#structure6048	*T*-2 uwilc mon ah to habben	IP	salt:/ppcme2/cmlambx1.mx1#structure6049	uwilc mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok9636	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok9670	uwilc	Q	salt:/ppcme2/cmlambx1.mx1#structure6070	and seoðdan beoden uwilc mon swa 0 0 *T*-1 þu waldest þet me þe bude .	IP-IMP	salt:/ppcme2/cmlambx1.mx1#structure6072	uwilc mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok9671	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok9734	nan	Q	salt:/ppcme2/cmlambx1.mx1#structure6113	Nis nan mon swa riche . ne swa wrecche þet he ne mei sum þing iforðian of þan 0 þe *T*-1 ic heou habbe iseid .	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure6114	nan mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok9735	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok10537	nan	Q	salt:/ppcme2/cmlambx1.mx1#structure6604	*T*-1 *exp* ne mihte nan liuiende mon gan for þan ufele breðe	IP	salt:/ppcme2/cmlambx1.mx1#structure6605	nan liuiende mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok10539	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok11073	uwilche	Q	salt:/ppcme2/cmlambx1.mx1#structure6945	to uwilche cristene monne	PP	salt:/ppcme2/cmlambx1.mx1#structure6946	uwilche cristene monne	NP	salt:/ppcme2/cmlambx1.mx1#sTok11075	monne	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok11203	uwilc	Q	salt:/ppcme2/cmlambx1.mx1#structure7008	bitwenen uwilc cristene monne	PP	salt:/ppcme2/cmlambx1.mx1#structure7009	uwilc cristene monne	NP	salt:/ppcme2/cmlambx1.mx1#sTok11205	monne	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok12440	ulcne	Q	salt:/ppcme2/cmlambx1.mx1#structure7639	Bi ieremie þe prophete we aȝen to understonden ulcne mon sunfulle . 0 þet *T*-1 lið in heuie sunne and *T*-1 þurh soðe scrift his sunbendes nule slakien .	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure7644	ulcne mon sunfulle . 0 þet *T*-1 lið in heuie sunne and *T*-1 þurh soðe scrift his sunbendes nule slakien	NP	salt:/ppcme2/cmlambx1.mx1#sTok12441	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok13070	na	Q	salt:/ppcme2/cmlambx1.mx1#structure7985	*T*-1 na mon ne mei tellen	IP	salt:/ppcme2/cmlambx1.mx1#structure7986	na mon	NP	salt:/ppcme2/cmlambx1.mx1#sTok13071	mon	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok14545	alle	Q	salt:/ppcme2/cmlambx1.mx1#structure8781	þa iweorden alle þos ilefede men swulche 0 hi alle hefden ane heorte and ane sawle	IP-MAT	salt:/ppcme2/cmlambx1.mx1#structure8783	alle þos ilefede men	NP	salt:/ppcme2/cmlambx1.mx1#sTok14548	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok14796	na	Q	salt:/ppcme2/cmlambx1.mx1#structure8931	Ne luȝe þu na monnum ;	IP-MAT-SPE	salt:/ppcme2/cmlambx1.mx1#structure8933	na monnum	NP	salt:/ppcme2/cmlambx1.mx1#sTok14797	monnum	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok15207	elche	Q	salt:/ppcme2/cmlambx1.mx1#structure9173	*exp* þa 0 an of þon apostlum bodeden mid ane speche ; elche men *ICH*-1 wes iþuht 0 þet *T*-2 þa bodunge iherde ; swilche 0 heo spechen mid heore speche weren heo ebreisce . weren heo grekisce . oðer romenisce . oðer egiptisse . oðer of hwulche londe swa 0 *T*-3 heo *ICH*-4 weren 0 þet *T*-5 þe lare iherden	IP	salt:/ppcme2/cmlambx1.mx1#structure9182	elche men *ICH*-1	NP	salt:/ppcme2/cmlambx1.mx1#sTok15208	men	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok16065	Summen	Q	salt:/ppcme2/cmlambx1.mx1#structure9722	Summen man irecednesse of misliche spechen	IP	salt:/ppcme2/cmlambx1.mx1#structure9723	Summen man	NP	salt:/ppcme2/cmlambx1.mx1#sTok16066	man	N	N	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok16464	Elches	Q	salt:/ppcme2/cmlambx1.mx1#structure9952	Elches monnes weorc	NP	salt:/ppcme2/cmlambx1.mx1#structure9953	Elches monnes	NP	salt:/ppcme2/cmlambx1.mx1#sTok16465	monnes	N$	N$	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmlambx1.mx1#sTok16571	alle	Q	salt:/ppcme2/cmlambx1.mx1#structure10021	and alle cristen men	CONJP	salt:/ppcme2/cmlambx1.mx1#structure10022	alle cristen men	NP	salt:/ppcme2/cmlambx1.mx1#sTok16573	men	NS	NS	MX/1		WMO	CMLAMBET			X	PROSE	X	WRITTEN	INSTR REL
